city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_11,Male,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,1,1.0
city_103,Male,No relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,2,1.0
city_145,Male,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,5000-9999,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,1,1.0
city_102,Male,No relevent experience,no_enrollment,Graduate,Other,2,Missing,Missing,2,1.0
city_90,Male,Has relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_103,Other,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,2,1.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Other,2,Missing,Missing,1,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,never,1.0
city_40,Missing,No relevent experience,Full time course,High School,STEM,12,10000+,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,1.0
city_42,Missing,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,Missing,Missing,never,1.0
city_157,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,1.0
city_21,Male,No relevent experience,Full time course,High School,STEM,2,Missing,Pvt Ltd,never,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,1.0
city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,1.0
city_16,Male,No relevent experience,Full time course,Masters,STEM,15,Missing,Missing,>4,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,16,Missing,Missing,never,1.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,1.0
city_100,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Phd,STEM,6,10000+,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Public Sector,1,1.0
city_16,Male,No relevent experience,Full time course,High School,STEM,5,5000-9999,Public Sector,1,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,never,1.0
city_136,Missing,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,1.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,2,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,never,1.0
city_21,Other,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,1.0
city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,3,1.0
city_142,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_50,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Early Stage Startup,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_155,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,1.0
city_158,Missing,Has relevent experience,Part time course,High School,STEM,6,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,1.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,>4,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,3,1.0
city_91,Male,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_123,Missing,Has relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,1,1.0
city_67,Male,No relevent experience,no_enrollment,High School,STEM,3,Missing,Missing,never,1.0
city_21,Male,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_1,Male,Has relevent experience,Full time course,Masters,STEM,6,5000-9999,Pvt Ltd,1,1.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,500-999,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,1.0
city_16,Missing,No relevent experience,Part time course,Primary School,STEM,2,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,Other,5,Missing,Missing,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,never,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,Full time course,High School,STEM,3,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Public Sector,>4,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,1.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,7,50-99,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,1.0
city_101,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,never,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,never,1.0
city_100,Missing,No relevent experience,Part time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,1,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,<1,<10,NGO,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,Full time course,Masters,STEM,8,Missing,Public Sector,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,3,1.0
city_42,Missing,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Early Stage Startup,1,1.0
city_103,Missing,No relevent experience,Full time course,Graduate,STEM,>20,Missing,Missing,1,1.0
city_11,Male,No relevent experience,Full time course,Primary School,STEM,3,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,1.0
city_103,Missing,No relevent experience,Full time course,Masters,STEM,3,Missing,Public Sector,1,1.0
city_145,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,NGO,2,1.0
city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,2,1.0
city_21,Missing,Has relevent experience,Full time course,Masters,STEM,4,Missing,Missing,1,1.0
city_21,Male,No relevent experience,Full time course,High School,STEM,1,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,High School,STEM,6,10000+,Pvt Ltd,3,1.0
city_71,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,Missing,Missing,2,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,2,1.0
city_101,Male,Has relevent experience,Full time course,Masters,STEM,18,Missing,Missing,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,never,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,1.0
city_160,Missing,No relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,4,1.0
city_103,Male,No relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,1.0
city_89,Missing,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,1.0
city_136,Missing,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,never,1.0
city_103,Female,No relevent experience,no_enrollment,Masters,Business Degree,1,Missing,Missing,never,1.0
city_16,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,2,Missing,Pvt Ltd,never,1.0
city_21,Missing,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,4,1.0
city_16,Missing,Has relevent experience,Full time course,Graduate,STEM,19,50-99,Missing,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,1,Missing,Missing,never,1.0
city_26,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,2,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,1,1.0
city_74,Missing,No relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,never,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,4,1.0
city_10,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,2,1.0
city_67,Female,No relevent experience,no_enrollment,Masters,STEM,20,Missing,Missing,3,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,1.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,1.0
city_45,Male,Has relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,2,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,1.0
city_145,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_74,Missing,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,Graduate,STEM,1,10/49,Pvt Ltd,1,1.0
city_50,Missing,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_24,Missing,No relevent experience,Full time course,High School,STEM,6,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,never,1.0
city_73,Male,No relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,never,1.0
city_76,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,3,1.0
city_21,Male,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_50,Missing,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,16,Missing,Missing,never,1.0
city_103,Missing,Has relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,1.0
city_128,Missing,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,1,1.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,1.0
city_162,Male,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,never,1.0
city_11,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,1.0
city_115,Male,Has relevent experience,Full time course,Graduate,STEM,10,Missing,Missing,1,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,1.0
city_160,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,1.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,Part time course,Graduate,STEM,1,100-500,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,1.0
city_139,Missing,No relevent experience,Full time course,Graduate,STEM,3,Missing,Missing,never,1.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,3,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,1.0
city_21,Missing,No relevent experience,Full time course,High School,STEM,2,Missing,Missing,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,1.0
city_90,Missing,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,6,Missing,Missing,1,1.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,1.0
city_105,Male,No relevent experience,no_enrollment,Graduate,No Major,6,Missing,Missing,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Missing,Missing,1,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,10,Missing,Public Sector,>4,1.0
city_21,Missing,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,1.0
city_101,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,1.0
city_16,Male,No relevent experience,Full time course,Masters,STEM,7,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,1.0
city_76,Missing,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,1.0
city_103,Male,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,1,1.0
city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,1.0
city_143,Male,Has relevent experience,Part time course,Masters,STEM,20,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,1.0
city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,1.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,8,Missing,Missing,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,2,1.0
